person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log
23.0,108000,OWN,2.0,VENTURE,A,35000,8.49,0,0.32,N,4,11.58989576532275
26.0,108000,MORTGAGE,1.0,EDUCATION,A,6000,7.49,0,0.06,N,4,11.58989576532275
22.0,35000,RENT,0.0,VENTURE,C,2000,12.99,0,0.06,Y,2,10.463131911491967
25.0,30000,OWN,1.0,VENTURE,C,5000,10.99,0,0.17,Y,3,10.308985993422082
26.0,108000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,18300,10.99,0,0.17,N,3,11.58989576532275
26.0,108000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,5.42,0,0.07,N,4,11.58989576532275
22.0,35064,RENT,4.0,DEBTCONSOLIDATION,A,2000,8.38,0,0.06,N,2,10.46495876097101
25.0,35400,RENT,2.0,MEDICAL,A,2000,8.49,0,0.06,N,2,10.474495347310453
26.0,108000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,7200,9.62,0,0.07,N,2,11.58989576532275
26.0,96000,MORTGAGE,2.0,VENTURE,G,10000,21.14,1,0.1,N,3,11.472113887062386
26.0,108000,MORTGAGE,4.0,PERSONAL,A,9000,5.79,0,0.08,N,2,11.58989576532275
24.0,108000,MORTGAGE,3.0,EDUCATION,A,9050,5.42,0,0.08,N,2,11.58989576532275
25.0,108000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,24250,10.75,0,0.22,N,2,11.58989576532275
26.0,108000,MORTGAGE,3.0,VENTURE,B,9000,10.38,0,0.08,N,4,11.58989576532275
25.0,108000,MORTGAGE,5.0,VENTURE,A,10000,7.88,0,0.09,N,3,11.58989576532275
24.0,108000,MORTGAGE,5.0,EDUCATION,D,9950,14.96,0,0.09,Y,4,11.58989576532275
23.0,108000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4500,7.14,0,0.04,N,3,11.58989576532275
26.0,36108,RENT,7.0,MEDICAL,D,2000,16.49,0,0.06,N,3,10.494297420728252
24.0,37000,RENT,2.0,MEDICAL,A,2000,5.42,0,0.05,N,4,10.518700218288165
26.0,108000,MORTGAGE,5.0,PERSONAL,A,13000,8.94,0,0.12,N,2,11.58989576532275
23.0,37000,RENT,2.0,PERSONAL,B,2000,11.14,0,0.05,N,4,10.518700218288165
26.0,108000,MORTGAGE,2.0,MEDICAL,B,18500,12.18,0,0.17,N,2,11.58989576532275
26.0,108000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,10000,13.57,0,0.09,N,4,11.58989576532275
25.0,37315,RENT,1.0,DEBTCONSOLIDATION,A,2000,6.39,0,0.05,N,4,10.527177468080852
22.0,38000,RENT,0.0,EDUCATION,B,2000,11.36,0,0.05,N,3,10.545367754151743
23.0,108000,MORTGAGE,1.0,EDUCATION,B,14000,11.89,0,0.13,N,2,11.58989576532275
24.0,108000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,18000,12.53,0,0.17,Y,3,11.58989576532275
24.0,108000,OTHER,5.0,EDUCATION,B,10000,9.7,0,0.09,N,4,11.58989576532275
25.0,108000,MORTGAGE,9.0,MEDICAL,B,15000,10.39,0,0.14,N,4,11.58989576532275
23.0,108060,MORTGAGE,7.0,DEBTCONSOLIDATION,C,14400,14.27,0,0.13,N,2,11.59045116147332
24.0,38000,RENT,1.0,MEDICAL,B,2000,11.83,0,0.05,N,2,10.545367754151743
24.0,108288,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.09,N,2,11.592558858116771
21.0,38400,RENT,5.0,VENTURE,B,2000,10.99,0,0.05,N,2,10.555838779903407
23.0,38400,RENT,1.0,VENTURE,A,2000,7.66,0,0.05,N,3,10.555838779903407
22.0,108600,MORTGAGE,6.0,EDUCATION,C,14400,13.48,0,0.13,N,3,11.595435894542709
23.0,108600,MORTGAGE,3.0,MEDICAL,C,8000,12.87,0,0.07,Y,2,11.595435894542709
24.0,108600,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,12.18,0,0.14,N,2,11.595435894542709
25.0,32400,RENT,1.0,EDUCATION,C,2000,14.35,1,0.06,N,2,10.385944565501662
26.0,39000,RENT,2.0,EDUCATION,C,2000,12.98,0,0.05,N,4,10.571342565808699
25.0,108960,MORTGAGE,0.0,PERSONAL,C,10000,13.57,0,0.09,N,3,11.598745299021108
25.0,109000,MORTGAGE,9.0,VENTURE,A,12000,7.51,0,0.11,N,4,11.599112335481124
25.0,109000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,6.03,0,0.15,N,2,11.599112335481124
24.0,33500,RENT,5.0,HOMEIMPROVEMENT,C,2000,13.8,1,0.06,N,2,10.419330568113901
24.0,109000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8800,12.69,0,0.08,N,2,11.599112335481124
23.0,109000,MORTGAGE,5.0,EDUCATION,A,7500,8.9,0,0.07,N,4,11.599112335481124
24.0,109000,MORTGAGE,8.0,EDUCATION,B,6000,11.99,0,0.06,N,4,11.599112335481124
26.0,109000,MORTGAGE,10.0,PERSONAL,A,15000,6.99,0,0.14,N,4,11.599112335481124
25.0,109000,MORTGAGE,5.0,VENTURE,A,5000,8.49,0,0.05,N,3,11.599112335481124
26.0,109000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.18,N,3,11.599112335481124
26.0,109000,MORTGAGE,8.0,MEDICAL,B,20000,10.75,0,0.18,N,4,11.599112335481124
25.0,109000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,15000,10.25,0,0.14,N,3,11.599112335481124
24.0,109000,MORTGAGE,9.0,VENTURE,B,15250,11.14,0,0.14,N,4,11.599112335481124
22.0,97000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,14000,11.48,1,0.14,N,2,11.48247656671073
25.0,109000,MORTGAGE,9.0,EDUCATION,A,14000,9.63,0,0.13,N,3,11.599112335481124
26.0,109000,MORTGAGE,10.0,PERSONAL,A,6000,7.68,0,0.06,N,3,11.599112335481124
26.0,109200,MORTGAGE,10.0,PERSONAL,A,2300,7.9,0,0.02,N,4,11.600945499760169
23.0,109200,MORTGAGE,4.0,VENTURE,A,10000,8.63,0,0.09,N,2,11.600945499760169
24.0,109500,MORTGAGE,3.0,EDUCATION,B,3500,10.75,0,0.03,N,3,11.603688960617083
26.0,109500,MORTGAGE,11.0,VENTURE,E,20000,17.56,0,0.18,N,2,11.603688960617083
26.0,109500,MORTGAGE,10.0,VENTURE,B,5000,10.95,0,0.05,N,3,11.603688960617083
24.0,109720,MORTGAGE,2.0,VENTURE,B,20000,10.75,0,0.18,N,4,11.605696059118646
23.0,39996,RENT,7.0,PERSONAL,B,2000,10.99,0,0.05,N,2,10.596559730283433
25.0,110000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5500,6.62,0,0.05,N,2,11.608244735642321
23.0,40000,RENT,5.0,PERSONAL,B,2000,11.71,0,0.05,N,2,10.596659732783579
25.0,33600,RENT,0.0,PERSONAL,B,15000,11.11,1,0.45,N,4,10.422311107413181
26.0,110000,MORTGAGE,1.0,MEDICAL,B,5000,12.69,0,0.05,N,2,11.608244735642321
21.0,33800,RENT,5.0,MEDICAL,B,15000,11.71,1,0.44,N,2,10.428245666832275
22.0,33996,RENT,6.0,VENTURE,D,15000,14.96,1,0.44,Y,4,10.434027564411219
22.0,40800,RENT,5.0,EDUCATION,A,2000,6.62,0,0.05,N,3,10.616461869895815
25.0,110000,MORTGAGE,5.0,VENTURE,C,1200,13.49,0,0.01,N,4,11.608244735642321
22.0,34800,RENT,6.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.06,Y,4,10.457401400981889
25.0,110000,MORTGAGE,9.0,EDUCATION,C,8000,10.99,0,0.07,N,3,11.608244735642321
25.0,42000,RENT,2.0,MEDICAL,B,2000,9.25,0,0.05,N,3,10.645448706505872
25.0,110000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10000,12.69,0,0.09,N,3,11.608244735642321
26.0,28944,OWN,10.0,EDUCATION,B,9000,10.99,0,0.31,N,4,10.273152756513104
25.0,110000,OWN,6.0,PERSONAL,B,28000,9.91,0,0.25,N,2,11.608244735642321
24.0,110000,MORTGAGE,8.0,PERSONAL,A,27300,7.51,0,0.25,N,3,11.608244735642321
22.0,42000,RENT,6.0,EDUCATION,B,2000,10.36,0,0.05,N,4,10.645448706505872
23.0,28872,OWN,7.0,VENTURE,B,2000,10.37,0,0.07,N,3,10.270662181355965
25.0,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8400,12.69,0,0.08,N,4,11.608244735642321
23.0,110000,MORTGAGE,4.0,EDUCATION,B,25000,9.91,0,0.23,N,3,11.608244735642321
24.0,110000,MORTGAGE,0.0,EDUCATION,A,5000,6.03,0,0.05,N,4,11.608244735642321
22.0,110000,MORTGAGE,6.0,PERSONAL,A,2800,8.49,0,0.03,N,4,11.608244735642321
23.0,110000,MORTGAGE,4.0,VENTURE,A,2500,6.99,0,0.02,N,2,11.608244735642321
24.0,110000,MORTGAGE,2.0,EDUCATION,B,9000,10.99,0,0.08,N,3,11.608244735642321
22.0,110000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,28000,7.49,0,0.25,N,4,11.608244735642321
23.0,42870,RENT,7.0,MEDICAL,A,2000,5.42,0,0.05,N,3,10.6659508856554
24.0,110000,MORTGAGE,8.0,MEDICAL,A,10800,6.99,0,0.1,N,4,11.608244735642321
23.0,110000,MORTGAGE,0.0,VENTURE,B,7000,10.59,0,0.06,N,2,11.608244735642321
23.0,42996,RENT,7.0,VENTURE,C,2000,13.61,0,0.05,Y,2,10.668885624799978
25.0,110000,OWN,7.0,VENTURE,B,8000,10.99,0,0.07,N,3,11.608244735642321
24.0,37200,RENT,3.0,VENTURE,D,2000,10.99,1,0.05,N,2,10.524090921620362
24.0,110000,MORTGAGE,8.0,PERSONAL,D,10000,15.62,0,0.09,Y,4,11.608244735642321
26.0,37680,RENT,5.0,MEDICAL,D,2000,14.96,1,0.05,N,3,10.53691126761627
21.0,110000,MORTGAGE,0.0,VENTURE,B,14000,9.99,0,0.13,N,2,11.608244735642321
26.0,83300,MORTGAGE,0.0,MEDICAL,D,28000,15.62,1,0.29,Y,2,11.330215832884798
25.0,44000,RENT,2.0,VENTURE,A,2000,7.66,0,0.05,N,3,10.691967639914864
26.0,110000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,23750,12.99,0,0.22,Y,4,11.608244735642321
24.0,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,16000,14.79,1,0.16,Y,2,11.49273296168228
21.0,44304,RENT,5.0,EDUCATION,C,2000,13.85,0,0.05,N,4,10.698852816481402
23.0,45000,RENT,1.0,DEBTCONSOLIDATION,C,2000,13.49,0,0.04,N,2,10.714439990727769
24.0,45000,RENT,1.0,PERSONAL,C,2000,13.99,0,0.04,Y,2,10.714439990727769
25.0,39000,RENT,3.0,HOMEIMPROVEMENT,A,2000,7.66,1,0.05,N,4,10.571342565808699
26.0,110000,MORTGAGE,4.0,VENTURE,B,5000,9.63,0,0.05,N,2,11.608244735642321
26.0,45000,RENT,5.0,PERSONAL,B,2000,11.49,0,0.04,N,2,10.714439990727769
23.0,45000,RENT,3.0,EDUCATION,B,2000,10.99,0,0.04,N,3,10.714439990727769
26.0,110000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,6.92,0,0.04,N,2,11.608244735642321
24.0,110000,MORTGAGE,0.0,EDUCATION,D,13200,15.28,0,0.12,N,3,11.608244735642321
22.0,110000,MORTGAGE,2.0,VENTURE,B,9000,11.11,0,0.08,N,4,11.608244735642321
25.0,110000,MORTGAGE,5.0,EDUCATION,A,10800,6.92,0,0.1,N,3,11.608244735642321
25.0,110000,MORTGAGE,1.0,EDUCATION,B,6500,10.37,0,0.06,N,3,11.608244735642321
23.0,110000,MORTGAGE,1.0,PERSONAL,B,18000,10.37,0,0.16,N,3,11.608244735642321
24.0,45000,RENT,0.0,VENTURE,A,2000,7.51,0,0.04,N,4,10.714439990727769
26.0,110000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,10.74,0,0.11,N,4,11.608244735642321
26.0,110000,MORTGAGE,5.0,PERSONAL,B,15000,11.11,0,0.14,N,3,11.608244735642321
22.0,39000,RENT,0.0,DEBTCONSOLIDATION,D,2000,14.84,1,0.05,Y,2,10.571342565808699
23.0,28800,OWN,7.0,MEDICAL,A,12250,7.51,0,0.43,N,4,10.268165387743457
23.0,45000,RENT,7.0,VENTURE,A,2000,7.05,0,0.04,N,3,10.714439990727769
25.0,45500,RENT,3.0,MEDICAL,C,2000,13.49,0,0.04,Y,3,10.725489582719506
23.0,110000,MORTGAGE,8.0,VENTURE,A,7800,10.99,0,0.07,N,4,11.608244735642321
22.0,110000,MORTGAGE,5.0,PERSONAL,C,8000,12.98,0,0.07,N,4,11.608244735642321
25.0,110000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,10.99,0,0.16,N,2,11.608244735642321
22.0,110000,MORTGAGE,6.0,VENTURE,B,6000,9.99,0,0.05,N,3,11.608244735642321
26.0,45600,RENT,5.0,VENTURE,A,2000,10.99,0,0.04,N,3,10.727684925086583
23.0,110000,MORTGAGE,8.0,VENTURE,C,7500,13.72,0,0.07,N,4,11.608244735642321
26.0,110000,MORTGAGE,0.0,VENTURE,A,15600,6.17,0,0.14,N,4,11.608244735642321
24.0,45996,RENT,3.0,MEDICAL,C,2000,12.98,0,0.04,Y,2,10.73633145595318
26.0,110000,MORTGAGE,9.0,PERSONAL,C,20000,13.72,0,0.18,N,3,11.608244735642321
22.0,45996,RENT,6.0,EDUCATION,B,2000,11.36,0,0.04,N,4,10.73633145595318
25.0,28800,OWN,3.0,VENTURE,C,6000,10.99,0,0.21,Y,3,10.268165387743457
26.0,110000,OWN,8.0,EDUCATION,B,17000,8.88,0,0.15,N,4,11.608244735642321
24.0,110000,MORTGAGE,8.0,PERSONAL,A,7500,6.17,0,0.07,N,2,11.608244735642321
23.0,110000,MORTGAGE,7.0,VENTURE,A,5000,6.91,0,0.05,N,2,11.608244735642321
21.0,110000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.09,N,2,11.608244735642321
24.0,110000,MORTGAGE,8.0,PERSONAL,C,5600,12.98,0,0.05,Y,4,11.608244735642321
24.0,110000,OWN,0.0,HOMEIMPROVEMENT,C,10000,13.35,0,0.09,Y,2,11.608244735642321
24.0,42000,RENT,1.0,PERSONAL,B,2000,12.69,1,0.05,N,4,10.645448706505872
26.0,110000,MORTGAGE,10.0,VENTURE,C,8000,14.35,0,0.07,Y,2,11.608244735642321
25.0,110000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.14,N,2,11.608244735642321
26.0,110000,MORTGAGE,2.0,VENTURE,D,4500,14.84,0,0.04,N,4,11.608244735642321
22.0,110000,MORTGAGE,0.0,EDUCATION,A,12000,7.14,0,0.11,N,2,11.608244735642321
25.0,110000,MORTGAGE,9.0,EDUCATION,A,5000,7.14,0,0.05,N,4,11.608244735642321
24.0,42000,RENT,1.0,HOMEIMPROVEMENT,D,2000,15.62,1,0.05,Y,2,10.645448706505872
25.0,98000,MORTGAGE,9.0,HOMEIMPROVEMENT,E,25000,16.45,1,0.26,N,4,11.49273296168228
25.0,48000,RENT,3.0,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,N,2,10.778977123006351
25.0,110000,MORTGAGE,9.0,PERSONAL,A,20000,7.88,0,0.18,N,2,11.608244735642321
21.0,110000,MORTGAGE,0.0,VENTURE,A,20000,10.99,0,0.18,N,4,11.608244735642321
22.0,110000,MORTGAGE,2.0,VENTURE,C,14400,14.35,0,0.13,N,3,11.608244735642321
24.0,110000,MORTGAGE,8.0,EDUCATION,A,8000,6.76,0,0.07,N,4,11.608244735642321
25.0,110000,MORTGAGE,7.0,EDUCATION,A,8000,7.14,0,0.07,N,4,11.608244735642321
25.0,110000,MORTGAGE,1.0,PERSONAL,B,25000,11.49,0,0.23,N,4,11.608244735642321
22.0,48255,RENT,3.0,VENTURE,A,2000,6.76,0,0.04,N,2,10.784275451367629
24.0,110000,MORTGAGE,5.0,VENTURE,B,15000,10.25,0,0.14,N,4,11.608244735642321
25.0,49029,RENT,8.0,MEDICAL,B,2000,11.99,0,0.04,N,2,10.80018763464528
22.0,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,8000,13.85,0,0.07,N,2,11.608244735642321
25.0,110000,MORTGAGE,4.0,VENTURE,B,7000,9.88,0,0.06,N,2,11.608244735642321
24.0,110000,OWN,8.0,VENTURE,C,16000,12.73,0,0.15,N,4,11.608244735642321
22.0,98000,MORTGAGE,6.0,PERSONAL,B,25000,10.25,1,0.26,N,3,11.49273296168228
24.0,50000,RENT,8.0,HOMEIMPROVEMENT,D,2000,10.99,0,0.04,N,2,10.819798284210286
24.0,110000,MORTGAGE,8.0,EDUCATION,A,6000,8.59,0,0.05,N,3,11.608244735642321
23.0,83300,MORTGAGE,0.0,MEDICAL,D,25000,10.99,1,0.26,N,3,11.330215832884798
24.0,44000,RENT,0.0,PERSONAL,A,2000,8.0,1,0.05,N,4,10.691967639914864
24.0,98000,MORTGAGE,2.0,PERSONAL,C,5000,13.22,1,0.05,Y,3,11.49273296168228
23.0,50252,RENT,6.0,EDUCATION,C,2000,13.92,0,0.04,Y,3,10.824825525631796
22.0,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,10.99,1,0.26,N,4,11.49273296168228
22.0,34800,RENT,6.0,VENTURE,C,15000,14.27,1,0.43,Y,3,10.457401400981889
25.0,35000,RENT,1.0,VENTURE,A,15000,7.49,1,0.43,N,3,10.463131911491967
23.0,110000,MORTGAGE,7.0,VENTURE,B,20000,11.14,0,0.18,N,3,11.608244735642321
24.0,110000,MORTGAGE,7.0,PERSONAL,A,12000,8.94,0,0.11,N,3,11.608244735642321
25.0,110000,OTHER,8.0,VENTURE,A,8000,9.32,0,0.07,N,3,11.608244735642321
23.0,29976,RENT,3.0,PERSONAL,B,15000,10.25,1,0.5,N,4,10.308185699938441
21.0,36000,RENT,3.0,MEDICAL,A,15000,6.62,1,0.42,N,2,10.491301994830229
25.0,36000,RENT,6.0,PERSONAL,B,15000,10.99,1,0.42,N,4,10.491301994830229
23.0,36000,RENT,3.0,VENTURE,C,15000,13.49,1,0.42,Y,3,10.491301994830229
25.0,36000,RENT,4.0,VENTURE,B,15000,9.63,1,0.42,N,3,10.491301994830229
22.0,98000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,9000,9.63,1,0.09,N,2,11.49273296168228
22.0,110000,MORTGAGE,7.0,EDUCATION,C,20000,12.41,0,0.18,N,2,11.608244735642321
23.0,110000,MORTGAGE,7.0,PERSONAL,D,9600,10.99,0,0.09,Y,2,11.608244735642321
26.0,36000,RENT,2.0,PERSONAL,A,15000,7.66,1,0.42,N,3,10.491301994830229
23.0,36000,RENT,3.0,VENTURE,D,15000,14.59,1,0.42,N,4,10.491301994830229
24.0,98004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2500,8.49,1,0.03,N,3,11.492773776759375
25.0,110004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,7.66,0,0.14,N,4,11.608281098286982
26.0,110004,MORTGAGE,1.0,VENTURE,B,12000,10.36,0,0.11,N,3,11.608281098286982
22.0,36000,RENT,3.0,VENTURE,C,15000,13.85,1,0.42,N,3,10.491301994830229
22.0,30000,RENT,2.0,DEBTCONSOLIDATION,C,15000,11.66,1,0.5,Y,3,10.308985993422082
24.0,110004,MORTGAGE,8.0,EDUCATION,B,25000,12.53,0,0.23,N,2,11.608281098286982
24.0,110004,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,10.99,0,0.15,N,3,11.608281098286982
22.0,110196,MORTGAGE,6.0,MEDICAL,B,25000,11.49,0,0.23,N,3,11.610024952099902
26.0,110400,MORTGAGE,3.0,PERSONAL,F,9800,10.99,0,0.09,Y,3,11.611874470755124
22.0,36021,RENT,0.0,VENTURE,B,15000,10.99,1,0.42,N,3,10.491885141897002
24.0,28000,OWN,6.0,HOMEIMPROVEMENT,B,10000,10.37,0,0.36,N,2,10.239995502805316
24.0,110400,MORTGAGE,8.0,VENTURE,A,3000,7.49,0,0.03,N,4,11.611874470755124
21.0,110400,OWN,0.0,PERSONAL,A,12000,10.99,0,0.11,N,3,11.611874470755124
22.0,110500,MORTGAGE,1.0,MEDICAL,B,12250,11.26,0,0.11,N,4,11.612779849672751
22.0,98656,MORTGAGE,3.0,EDUCATION,C,7500,13.06,1,0.08,Y,3,11.49940446686545
21.0,111000,MORTGAGE,4.0,VENTURE,A,28000,7.49,0,0.25,N,2,11.6172944892629
26.0,111000,MORTGAGE,10.0,MEDICAL,A,5000,5.79,0,0.05,N,3,11.6172944892629
21.0,28000,OWN,3.0,VENTURE,A,4000,7.88,0,0.14,N,3,10.239995502805316
22.0,37000,RENT,3.0,EDUCATION,B,15000,10.25,1,0.41,N,4,10.518700218288165
22.0,31000,RENT,6.0,PERSONAL,D,15000,10.99,1,0.48,Y,4,10.34177474101152
23.0,111000,MORTGAGE,7.0,MEDICAL,B,8350,11.89,0,0.08,N,2,11.6172944892629
23.0,28000,OWN,1.0,EDUCATION,C,7500,10.99,0,0.27,N,3,10.239995502805316
26.0,28000,OWN,4.0,EDUCATION,A,16750,7.88,0,0.6,N,4,10.239995502805316
26.0,111147,MORTGAGE,4.0,EDUCATION,C,15000,13.61,0,0.13,Y,2,11.61861792552825
23.0,28000,OWN,0.0,VENTURE,B,1250,10.99,0,0.04,N,4,10.239995502805316
23.0,111150,MORTGAGE,1.0,DEBTCONSOLIDATION,A,10000,8.0,0,0.09,N,3,11.618644916202973
24.0,111239,MORTGAGE,1.0,EDUCATION,A,14000,7.9,0,0.13,N,4,11.6194453083479
25.0,111262,MORTGAGE,2.0,PERSONAL,B,20000,12.53,0,0.18,N,3,11.619652047134181
25.0,37818,RENT,5.0,DEBTCONSOLIDATION,C,15000,13.48,1,0.4,N,3,10.54056690082639
21.0,32000,RENT,6.0,PERSONAL,C,15000,15.27,1,0.47,Y,3,10.373522431293592
22.0,38000,RENT,6.0,PERSONAL,A,15000,7.88,1,0.39,N,3,10.545367754151743
25.0,38000,RENT,9.0,PERSONAL,E,15000,16.45,1,0.39,Y,3,10.545367754151743
25.0,111996,MORTGAGE,2.0,MEDICAL,C,16000,11.78,0,0.14,Y,4,11.626227364204203
22.0,38000,RENT,0.0,EDUCATION,C,15000,10.99,1,0.39,Y,4,10.545367754151743
24.0,112000,MORTGAGE,8.0,PERSONAL,B,20400,11.71,0,0.18,N,3,11.626263078808801
23.0,38400,RENT,7.0,EDUCATION,A,15000,6.17,1,0.39,N,2,10.555838779903407
22.0,112000,MORTGAGE,2.0,PERSONAL,A,4000,8.9,0,0.04,N,3,11.626263078808801
24.0,39000,RENT,0.0,EDUCATION,A,15000,9.63,1,0.38,N,4,10.571342565808699
24.0,112000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6000,9.91,0,0.05,N,4,11.626263078808801
26.0,39996,RENT,10.0,MEDICAL,C,15000,13.06,1,0.38,Y,3,10.596559730283433
25.0,112000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,6.99,0,0.14,N,4,11.626263078808801
23.0,112000,MORTGAGE,5.0,PERSONAL,B,12000,11.99,0,0.11,N,3,11.626263078808801
24.0,112000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3500,5.42,0,0.03,N,4,11.626263078808801
21.0,40000,RENT,6.0,DEBTCONSOLIDATION,C,15000,14.27,1,0.38,N,3,10.596659732783579
24.0,112000,MORTGAGE,0.0,EDUCATION,A,3000,5.99,0,0.03,N,3,11.626263078808801
24.0,112000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,20000,6.91,0,0.18,N,4,11.626263078808801
23.0,40000,RENT,6.0,VENTURE,B,15000,11.71,1,0.38,N,4,10.596659732783579
24.0,112000,MORTGAGE,5.0,PERSONAL,D,15000,15.31,0,0.13,N,4,11.626263078808801
23.0,34000,RENT,1.0,EDUCATION,B,15000,11.71,1,0.44,N,4,10.434145214930487
26.0,40000,RENT,4.0,MEDICAL,B,15000,10.99,1,0.38,N,3,10.596659732783579
24.0,112000,OTHER,4.0,PERSONAL,A,9000,9.32,0,0.08,N,2,11.626263078808801
26.0,85000,MORTGAGE,4.0,MEDICAL,B,2750,9.33,1,0.03,N,3,11.350418300109132
25.0,100000,MORTGAGE,4.0,EDUCATION,B,9000,9.64,1,0.09,N,3,11.51293546492023
23.0,40000,RENT,7.0,PERSONAL,A,15000,7.49,1,0.38,N,3,10.596659732783579
24.0,40000,RENT,0.0,MEDICAL,A,15000,7.88,1,0.38,N,4,10.596659732783579
23.0,112404,MORTGAGE,1.0,DEBTCONSOLIDATION,C,6000,13.23,0,0.05,Y,2,11.62986369943811
26.0,40000,RENT,2.0,DEBTCONSOLIDATION,C,15000,14.22,1,0.38,Y,3,10.596659732783579
24.0,112500,MORTGAGE,3.0,EDUCATION,C,8600,13.11,0,0.08,Y,3,11.630717389475995
25.0,112500,MORTGAGE,6.0,PERSONAL,B,18000,11.14,0,0.16,N,3,11.630717389475995
23.0,40000,RENT,0.0,VENTURE,A,15000,8.94,1,0.38,N,4,10.596659732783579
24.0,40000,RENT,1.0,EDUCATION,C,15000,12.87,1,0.38,Y,3,10.596659732783579
24.0,112689,MORTGAGE,6.0,PERSONAL,B,24000,9.99,0,0.21,N,4,11.632395964946395
22.0,112774,MORTGAGE,6.0,VENTURE,C,6400,13.06,0,0.06,Y,4,11.633149962276597
23.0,112800,MORTGAGE,3.0,DEBTCONSOLIDATION,B,35000,10.99,0,0.31,N,4,11.633380483255026
23.0,112976,MORTGAGE,2.0,MEDICAL,A,20000,6.91,0,0.18,N,2,11.634939537154429
26.0,34988,RENT,9.0,HOMEIMPROVEMENT,C,15000,13.98,1,0.43,N,2,10.46278900535916
23.0,113000,MORTGAGE,2.0,VENTURE,A,22400,7.49,0,0.2,N,2,11.635151947212842
21.0,27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y,2,10.225607282932941
25.0,113000,MORTGAGE,8.0,VENTURE,B,21000,11.49,0,0.19,N,4,11.635151947212842
26.0,113000,MORTGAGE,2.0,MEDICAL,B,3200,10.99,0,0.03,N,3,11.635151947212842
24.0,113000,MORTGAGE,5.0,EDUCATION,B,17950,11.99,0,0.16,N,4,11.635151947212842
22.0,41000,RENT,3.0,DEBTCONSOLIDATION,C,15000,12.73,1,0.37,N,3,10.62135173563291
24.0,85850,MORTGAGE,3.0,MEDICAL,D,12000,15.99,1,0.12,Y,4,11.360368514481427
23.0,113000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.11,N,4,11.635151947212842
23.0,113000,MORTGAGE,7.0,EDUCATION,A,8000,5.79,0,0.07,N,2,11.635151947212842
24.0,85850,MORTGAGE,8.0,MEDICAL,D,20000,10.99,1,0.2,Y,4,11.360368514481427
24.0,101000,MORTGAGE,3.0,EDUCATION,A,7000,10.99,1,0.07,N,4,11.522885696764481
22.0,113000,MORTGAGE,6.0,EDUCATION,B,25000,12.53,0,0.22,N,4,11.635151947212842
24.0,113000,MORTGAGE,8.0,VENTURE,A,2100,7.4,0,0.02,N,3,11.635151947212842
23.0,42000,RENT,7.0,VENTURE,C,15000,13.49,1,0.36,N,3,10.645448706505872
24.0,113000,MORTGAGE,5.0,VENTURE,B,10500,10.99,0,0.09,N,4,11.635151947212842
26.0,101000,MORTGAGE,10.0,VENTURE,F,25000,17.46,1,0.25,N,4,11.522885696764481
